iter	Logloss
475	0.2235590964
476	0.2232560537
477	0.2230324412
478	0.2227710834
479	0.2224935219
480	0.2222391995
481	0.2219733184
482	0.2217139692
483	0.2214897437
484	0.2213004288
485	0.2210313181
486	0.2206978226
487	0.2204296441
488	0.2202166153
489	0.2200269566
490	0.2198156819
491	0.2195108678
492	0.2193473873
493	0.2191011761
494	0.2189036021
495	0.2187102506
496	0.2185406082
497	0.2184010664
498	0.2181416849
499	0.2178637326
500	0.2175976247
501	0.2174173012
502	0.2171562869
503	0.2170352488
504	0.2167966256
505	0.2166719004
506	0.2163684255
507	0.2162216143
508	0.2160121383
509	0.2158141325
510	0.2155876009
511	0.2153720952
512	0.2151803498
513	0.2149505214
514	0.21464598
515	0.2143470278
516	0.2141144182
517	0.2138855806
518	0.2137171216
519	0.2135025946
520	0.2133049514
521	0.2131977169
522	0.2129893523
523	0.2127882643
524	0.2125102436
525	0.2123481606
526	0.2122144175
527	0.2119905294
528	0.2117976102
529	0.2116482625
530	0.2114205298
531	0.2112467433
532	0.211049415
533	0.2106525306
534	0.2105554594
535	0.2103338055
536	0.2100704211
537	0.2099073183
538	0.2096668554
539	0.2095073747
540	0.2092564307
541	0.2091312002
542	0.208912272
543	0.2087737544
544	0.2085392706
545	0.2083614132
546	0.2081655715
547	0.2080025126
548	0.2078436895
549	0.20771782
550	0.2074681962
551	0.2072467868
552	0.2071396694
553	0.2069227468
554	0.2067786322
555	0.2066021515
556	0.2064255117
557	0.2062654969
558	0.206123728
559	0.2059591748
560	0.205762404
561	0.2055363633
562	0.205403442
563	0.2051888526
564	0.2050383973
565	0.2049014587
566	0.2047053959
567	0.2044946689
568	0.2043641088
569	0.2042131817
570	0.2040129691
571	0.2038488297
572	0.2037060209
573	0.2034260442
574	0.2032492564
575	0.2030369427
576	0.2028444036
577	0.2027283034
578	0.2025216265
579	0.2023248929
580	0.2021236577
581	0.2019860402
582	0.2017874744
583	0.2016647251
584	0.2015249327
585	0.2013605747
586	0.2012359162
587	0.2010193918
588	0.2008438787
589	0.200703942
590	0.2005944593
591	0.2004754721
592	0.2002560835
593	0.2000721093
594	0.1998845846
595	0.1996851918
596	0.199484787
597	0.1993583636
598	0.1991060062
599	0.1989534877
600	0.1987841427
601	0.1987037457
602	0.1984867929
603	0.1982874408
604	0.1981455571
605	0.1980203488
606	0.1978185243
607	0.1976625141
608	0.1974262906
609	0.1972772594
610	0.1971694854
611	0.1970442075
612	0.1968935142
613	0.1966890102
614	0.1965575492
615	0.1964107819
616	0.1962572053
617	0.1960676771
618	0.1959579915
619	0.1957448761
620	0.1956175642
621	0.1954799064
622	0.1953544243
623	0.1952296789
624	0.1950757609
625	0.1949245801
626	0.1947300609
627	0.1945815399
628	0.1944552138
629	0.194273372
630	0.1941573173
631	0.1940200827
632	0.1938674462
633	0.1937309719
634	0.1935615806
635	0.1934247449
636	0.1932929113
637	0.1931369639
638	0.1930299606
639	0.1929361284
640	0.1928278332
641	0.1926747501
642	0.192516205
643	0.1923571339
644	0.1922157038
645	0.1920595129
646	0.1918680566
647	0.1917093617
648	0.1915963926
649	0.1914252572
650	0.1912093473
651	0.1910724918
652	0.1908920963
653	0.1907879827
654	0.1906578177
655	0.190523951
656	0.190395824
657	0.19027821
658	0.1901391278
659	0.1899989546
660	0.1897436233
661	0.1895958893
662	0.1894844405
663	0.1893791675
664	0.189223741
665	0.1891182559
666	0.1889888751
667	0.1888181018
668	0.1886639856
669	0.1884562593
670	0.1883632715
671	0.1882591466
672	0.1881221063
673	0.1879513448
674	0.1876460778
675	0.1875307669
676	0.1873894793
677	0.1872413476
678	0.1870641444
679	0.1869316696
680	0.1868503824
681	0.1866410846
682	0.1865378037
683	0.1864253275
684	0.1862597806
685	0.1860176979
686	0.1858454242
687	0.1857258132
688	0.1855552782
689	0.1854239875
690	0.185237044
691	0.1849741021
692	0.1847413904
693	0.1846021482
694	0.1844234876
695	0.1842738646
696	0.1841531343
697	0.1840248929
698	0.1838727714
699	0.1837510493
700	0.1836478493
701	0.1833859373
702	0.1832435068
703	0.1831083784
704	0.1829823205
705	0.1828311409
706	0.1826872273
707	0.1825138287
708	0.1823681228
709	0.1822083756
710	0.1821087097
711	0.1820144239
712	0.1818491698
713	0.1817248838
714	0.1815681828
715	0.1814296971
716	0.1813139664
717	0.1811875039
718	0.1810302716
719	0.1809180538
720	0.1808140382
721	0.1807006493
722	0.1805477262
723	0.1803001102
724	0.1801060219
725	0.1800094785
726	0.179870094
727	0.1797760663
728	0.1796500778
729	0.1794773711
730	0.1793356326
731	0.1792307781
732	0.179023782
733	0.1788954084
734	0.1787824474
735	0.1786636325
736	0.1785839642
737	0.1784002147
738	0.1782670391
739	0.1780808534
740	0.1779788131
741	0.1778231786
742	0.1777576482
743	0.1775731557
744	0.1774540797
745	0.1773552521
746	0.1772206837
747	0.1770918783
748	0.1769627365
749	0.1767940083
750	0.1766795528
751	0.1764849504
752	0.1762500902
753	0.1760919898
754	0.1759827533
755	0.1758099422
756	0.1756758803
757	0.1755436064
758	0.1754269091
759	0.1753490135
760	0.1751599473
761	0.1750366769
762	0.1748958398
763	0.1747613938
764	0.174644886
765	0.1745519649
766	0.174378501
767	0.174266062
768	0.1741337073
769	0.1740222156
770	0.1739168217
771	0.1738577444
772	0.1736949446
773	0.173563249
774	0.1734394674
775	0.1732857775
776	0.1731492366
777	0.1730662483
778	0.1729546106
779	0.172818508
780	0.1727347101
781	0.1726326023
782	0.1725703558
783	0.1724812728
784	0.1723797948
785	0.1722379487
786	0.1720810609
787	0.1719086491
788	0.1718156069
789	0.1717033277
790	0.1715801017
791	0.1714385048
792	0.1713000398
793	0.1711794635
794	0.1709593472
795	0.1708709002
796	0.1707098672
797	0.1706241493
798	0.1705028061
799	0.1703700891
800	0.1702375938
801	0.1700748329
802	0.1699692726
803	0.1697777245
804	0.1696798744
805	0.1695597233
806	0.1694465349
807	0.169356101
808	0.1692895594
809	0.1691906972
810	0.1690844974
811	0.1689783832
812	0.1688665124
813	0.1687461122
814	0.1686093192
815	0.1684849071
816	0.1683366188
817	0.1682120884
818	0.1681235733
819	0.167948671
820	0.1678168422
821	0.1675848914
822	0.1674577217
823	0.1673505345
824	0.1672470612
825	0.167133883
826	0.1670412387
827	0.1669042637
828	0.1668122721
829	0.1667325981
830	0.1666130389
831	0.1665283425
832	0.1664099904
833	0.1663296216
834	0.1662017963
835	0.1660789253
836	0.165996095
837	0.1659081401
838	0.1657435569
839	0.165647917
840	0.1655117977
841	0.1653861856
842	0.1653050813
843	0.1651664668
844	0.165022465
845	0.1648688412
846	0.1647662161
847	0.1647006675
848	0.1645682023
849	0.1644201535
850	0.1643087408
851	0.1641894896
852	0.1640840803
853	0.163984564
854	0.1638629525
855	0.163816207
856	0.1636245093
857	0.1634991344
858	0.1633488592
859	0.163199051
860	0.1630710108
861	0.1629350574
862	0.1628208612
863	0.162673868
864	0.1625776457
865	0.1624798778
866	0.1623258178
867	0.1622026361
868	0.16204993
869	0.1619807474
870	0.1618543889
871	0.1618444566
872	0.1617416235
873	0.1615753991
874	0.1615730954
875	0.1614880751
876	0.1613433676
877	0.1612033355
878	0.1610670802
879	0.1609428381
880	0.1608152054
881	0.1607180044
882	0.1605768808
883	0.1604748023
884	0.1603683233
885	0.1602248724
886	0.1600342768
887	0.1599580747
888	0.1598328966
889	0.1597140192
890	0.1596337247
891	0.1594909191
892	0.1594065965
893	0.1592878574
894	0.1591554381
895	0.1590645978
896	0.1589827006
897	0.1588951495
898	0.1588107951
899	0.1587312405
900	0.1586439955
901	0.1585698365
902	0.1584597778
903	0.1583845543
904	0.1582703795
905	0.1581571012
906	0.1580337881
907	0.157939034
908	0.1577799774
909	0.157675859
910	0.1575794031
911	0.1574335993
912	0.1573224503
913	0.1572686386
914	0.1571612005
915	0.1570702061
916	0.156964037
917	0.1568676363
918	0.1567578851
919	0.156634141
920	0.1564902991
921	0.1563637591
922	0.1563049169
923	0.1562284596
924	0.1561200493
925	0.1560126274
926	0.1558569001
927	0.1557887652
928	0.1556829746
929	0.155607459
930	0.1554583236
931	0.1553815379
932	0.1552800552
933	0.1551363037
934	0.1550517155
935	0.1549508363
936	0.1547913151
937	0.1547156752
938	0.15466209
939	0.1545711691
940	0.154476341
941	0.1543818955
942	0.1542886339
943	0.1542026047
944	0.1540799033
945	0.1540114997
946	0.1539352841
947	0.1538219776
948	0.1536935274
949	0.1536481526
950	0.1534864198
951	0.1533864133
952	0.1532483996
953	0.1531714152
954	0.1530786143
955	0.1529371991
956	0.1528453803
957	0.1527160837
958	0.1525952692
959	0.1524891418
960	0.1523968375
961	0.1523263535
962	0.1522350527
963	0.1521004692
964	0.1519533488
965	0.1518714605
966	0.151798643
967	0.1516807046
968	0.1516037488
969	0.1515211983
970	0.1514306417
971	0.1513182106
972	0.1512039612
973	0.1510747943
974	0.1509420597
975	0.1508866299
976	0.1508029151
977	0.1507367195
978	0.1506353357
979	0.1505176896
980	0.150395562
981	0.1502870655
982	0.1501717999
983	0.1501139814
984	0.1500174078
985	0.1499056677
986	0.1498019827
987	0.1496769933
988	0.149560105
989	0.1494966391
990	0.1494107577
991	0.1492719986
992	0.149176704
993	0.1490445494
994	0.1489526651
995	0.1488597366
996	0.1487790746
997	0.1487140423
998	0.148645214
999	0.1485730549
